,point_id,lon,lat,target,geometry,index_right,NAME,bus_stop_300,location,railway,n_railway,n_mobile,n_electronics
0,ommNZCUV,37.590776,55.84863000000001,-0.34815737860381524,POINT (37.590776 55.84863000000001),41,Москва,6,,206.09,2.0,8.0,1.0
1,nMe2LHPb,37.784209999999995,55.750271,1.294206304946465,POINT (37.78420999999999 55.750271),41,Москва,9,,212.708,1.0,8.0,1.0
3,0t2jNYdz,37.704570000000004,55.782019999999996,-1.1693392203789554,POINT (37.70457 55.78202),41,Москва,7,,140.29000000000002,2.0,11.0,7.0
4,U27W4QJ7,37.643983,55.730188,-0.08883679699061309,POINT (37.643983 55.730188),41,Москва,5,,335.01099999999997,3.0,12.0,1.0
7,CO76tdVs,37.444303999999995,55.850511,0.21370388155812275,POINT (37.444304 55.850511),41,Москва,6,,266.035,1.0,8.0,4.0
11,XPqFCntc,37.437191,55.664705000000005,-0.5642578632814836,POINT (37.437191 55.664705),41,Москва,5,,1079.2279999999998,1.0,6.0,2.0
14,Nj7qV6KG,37.799786,55.793427,0.4730244631713249,POINT (37.799786 55.793427),41,Москва,12,,176.18900000000002,1.0,8.0,0.0
15,E2fZAexI,37.40478,55.81024,-0.5642578632814836,POINT (37.40478 55.81024),41,Москва,3,,970.333,1.0,4.0,2.0
19,e5ZywFU6,37.730449,55.706607999999996,0.3865842693002575,POINT (37.730449 55.706608),41,Москва,9,,350.0919999999999,1.0,12.0,1.0
21,wXDJYllD,37.597414,55.850995,0.6459048509134596,POINT (37.597414 55.850995),41,Москва,3,,658.4730000000001,2.0,7.0,1.0
27,tFr5ROxI,37.825155,55.724123999999996,-0.4345975724748826,POINT (37.825155 55.724124),41,Москва,8,,1624.9610000000002,1.0,7.0,3.0
28,kg8oDow1,37.628508000000004,55.759601,-1.2557794142500227,POINT (37.628508 55.759601),41,Москва,11,,72.15400000000001,10.0,15.0,11.0
29,0eSE1PRt,37.491046000000004,55.683744,-0.30493728166828155,POINT (37.491046 55.683744),41,Москва,1,,836.804,2.0,2.0,0.0
30,dFRJyrdz,37.595278,55.58303299999999,-0.045616700055079396,POINT (37.595278 55.58303299999999),41,Москва,5,,104.23400000000001,1.0,8.0,0.0
31,IVSpPooR,37.538765000000005,55.908623,-1.0396789295723543,POINT (37.53876500000001 55.908623),41,Москва,6,,587.58,1.0,0.0,7.0
32,ePTGtnXP,37.535637,55.691697999999995,-0.34815737860381524,POINT (37.535637 55.691698),41,Москва,9,,179.985,1.0,4.0,0.0
33,XTKhDNze,37.659739,55.845203000000005,-1.1045090749756548,POINT (37.659739 55.84520300000001),41,Москва,2,,1232.38,1.0,1.0,8.0
34,saJNxolJ,37.40677,55.75784,-1.1693392203789554,POINT (37.40677 55.75784),41,Москва,6,,184.001,1.0,3.0,2.0
35,kXV2cKsB,37.660087,55.843941,-0.4778176694104163,POINT (37.660087 55.843941),41,Москва,0,,1039.5529999999999,1.0,1.0,8.0
36,Ge3rjnNS,37.436246999999995,55.826377,0.3865842693002575,POINT (37.43624699999999 55.826377),41,Москва,27,,70.703,3.0,10.0,1.0
37,Uep82ylV,37.637687,55.80745600000001,0.5162445601068586,POINT (37.637687 55.80745600000001),41,Москва,8,,254.43599999999998,2.0,2.0,5.0
38,eqECPIIT,37.7381,55.815425,-0.30493728166828155,POINT (37.7381 55.815425),41,Москва,4,,277.381,2.0,3.0,2.0
39,jc6nGwVC,37.603394,55.609839,0.6459048509134596,POINT (37.603394 55.609839),41,Москва,10,,397.61499999999995,1.0,10.0,6.0
41,FghElX6D,37.438987,55.849423,1.5535268865596672,POINT (37.438987 55.849423),41,Москва,7,,296.88,1.0,8.0,4.0
48,Etvm4Few,37.634434000000006,55.82400500000001,-0.045616700055079396,POINT (37.63443400000001 55.82400500000001),41,Москва,11,,289.244,4.0,4.0,0.0
51,lwTDMNbZ,37.765758,55.704133999999996,0.6459048509134596,POINT (37.765758 55.704134),41,Москва,11,,284.51,1.0,6.0,2.0
52,jskwtTpg,37.62166,55.681346,-0.6939181540880848,POINT (37.62166 55.681346),41,Москва,7,,176.413,1.0,4.0,2.0
54,c5wVfiUF,37.679968,55.77293,1.8128474681728692,POINT (37.679968 55.77293),41,Москва,9,,285.251,2.0,4.0,4.0
55,yyX5XM5Y,37.728164,55.691734,-0.34815737860381524,POINT (37.728164 55.691734),41,Москва,9,,378.817,1.0,3.0,0.0
56,ZfbQN6SL,37.646375,55.653255,-0.002396603119545705,POINT (37.646375 55.653255),41,Москва,10,,243.488,1.0,4.0,2.0
60,8NvqE4CJ,37.486227,55.839988,0.4730244631713249,POINT (37.486227 55.839988),41,Москва,9,,163.461,1.0,7.0,3.0
72,lkWtEXwO,37.493066,55.839565,1.0781058202687965,POINT (37.493066 55.839565),41,Москва,1,,408.775,1.0,7.0,3.0
73,zT71jR4g,37.599148,55.583953,1.3806464988175324,POINT (37.599148 55.583953),41,Москва,5,,351.54099999999994,1.0,5.0,0.0
74,VdNzagUv,37.678141,55.789393999999994,1.2509862080109313,POINT (37.678141 55.78939399999999),41,Москва,13,,203.351,2.0,13.0,6.0
76,EYeTJlnp,37.653334,55.856351000000004,0.04082349381598799,POINT (37.653334 55.856351),41,Москва,11,,200.98,1.0,0.0,2.0
77,Sz1ye8MD,37.593725,55.752097,0.4298043662357912,POINT (37.593725 55.752097),41,Москва,4,,710.505,7.0,9.0,4.0
79,UT4p9zvj,37.659371,55.776858999999995,-0.4345975724748826,POINT (37.659371 55.77685899999999),41,Москва,3,,271.701,7.0,12.0,5.0
86,rhifIvhc,37.366207,55.644661,1.034885723333263,POINT (37.366207 55.644661),41,Москва,8,,505.17300000000006,2.0,1.0,1.0
87,n59CZdDP,37.579529,55.807542000000005,-0.34815737860381524,POINT (37.579529 55.80754200000001),41,Москва,13,,374.1820000000001,1.0,4.0,5.0
89,DcWDQ5JC,37.515103,55.805803000000004,0.5594646570423922,POINT (37.515103 55.805803),41,Москва,9,,52.56,2.0,6.0,1.0
91,s8LhdRDp,37.723067,55.782563,-0.26171718473274785,POINT (37.723067 55.782563),41,Москва,7,,134.073,1.0,9.0,4.0
95,BpoVvgKO,37.46445,55.809509999999996,-0.650698057152551,POINT (37.46445 55.80951),41,Москва,10,,294.734,1.0,1.0,1.0
97,5UKRuSA9,37.576824,55.838028,2.850129794625678,POINT (37.576824 55.838028),41,Москва,9,,473.25699999999995,3.0,1.0,5.0
99,5jpPGoo6,37.517761,55.524437,-0.5858679117492506,POINT (37.517761 55.524437),41,Москва,4,,,,3.0,0.0
102,2jNsxoXl,37.525127000000005,55.643668000000005,-0.39137747553934893,POINT (37.525127 55.64366800000001),41,Москва,14,,156.468,1.0,7.0,1.0
106,9RYHfP3m,37.38073,55.766712,-0.4778176694104163,POINT (37.38073 55.766712),41,Москва,1,,,,0.0,4.0
108,5WiIuenb,37.625792,55.726877,0.5810747055101592,POINT (37.625792 55.726877),41,Москва,8,,260.524,6.0,20.0,1.0
110,0yC9gVuF,37.795349,55.759304,-1.082899026507888,POINT (37.795349 55.759304),41,Москва,6,,1350.9940000000001,1.0,8.0,0.0
111,5RDhXAew,37.589706,55.749205,-0.26171718473274785,POINT (37.589706 55.749205),41,Москва,0,,539.471,3.0,9.0,4.0
117,BS42UrdB,37.601719,55.611703000000006,0.25692397849365645,POINT (37.601719 55.61170300000001),41,Москва,9,,368.325,1.0,10.0,6.0
119,dv6A4N9j,37.41172,55.647053,2.2450484375282063,POINT (37.41172 55.647053),41,Москва,8,,,,4.0,0.0
125,kMeJWHoE,37.67892,55.78856999999999,-0.4778176694104163,POINT (37.67892 55.78856999999999),41,Москва,10,,178.833,3.0,14.0,6.0
127,Up3Qbuvy,37.474799,55.72790500000001,0.5162445601068586,POINT (37.474799 55.72790500000001),41,Москва,10,,409.64,3.0,1.0,5.0
128,zqxBvgo3,37.602418,55.689662,0.4730244631713249,POINT (37.602418 55.689662),41,Москва,8,,,,1.0,2.0
129,omENfbNH,37.305857,55.485758,0.8620053355911281,POINT (37.305857 55.485758),41,Москва,4,,,,1.0,2.0
133,du4QcmQO,37.61114,55.72961,-0.52103776634595,POINT (37.61114 55.72961),41,Москва,8,,187.07599999999996,5.0,13.0,2.0
140,XFkAf5M7,37.492272,55.793785,0.732345044784527,POINT (37.492272 55.793785),41,Москва,15,,281.884,1.0,3.0,0.0
142,ck6UZCBf,37.765282,55.677014,0.8620053355911281,POINT (37.765282 55.677014),41,Москва,11,,458.3,1.0,6.0,1.0
149,c0UVFgm4,37.608376,55.640498,-0.7371382510236184,POINT (37.608376 55.640498),41,Москва,6,,132.23,1.0,1.0,4.0
153,6Ujlr2LT,37.599224,55.594651,-0.4345975724748826,POINT (37.599224 55.594651),41,Москва,9,,110.485,1.0,0.0,0.0
157,jyqrl6X7,37.577366,55.819331000000005,0.21370388155812275,POINT (37.577366 55.81933100000001),41,Москва,8,,391.706,4.0,7.0,1.0
160,3Ix3aKz2,37.605121999999994,55.864849,-0.8235784448946858,POINT (37.60512199999999 55.864849),41,Москва,13,,171.99,1.0,0.0,3.0
168,oVuxDTxV,37.749337,55.788125,-0.6074779602170174,POINT (37.749337 55.788125),41,Москва,12,,156.545,1.0,9.0,0.0
171,5Hm5PVsi,37.618848,55.80346899999999,0.08404359075152168,POINT (37.618848 55.80346899999999),41,Москва,3,,864.381,2.0,8.0,6.0
180,ueXw8anZ,37.478132,55.854932999999996,3.0662302793033462,POINT (37.478132 55.854933),41,Москва,22,,120.661,1.0,9.0,3.0
181,b00YAzxr,37.481371,55.663201,3.3255508609165485,POINT (37.481371 55.663201),41,Москва,13,,718.846,1.0,7.0,3.0
186,uReBoRP9,37.656393,55.636821,-0.39137747553934893,POINT (37.656393 55.636821),41,Москва,14,,99.681,1.0,5.0,3.0
187,tbmL4C5J,37.602891,55.765829000000004,-0.21849708779721416,POINT (37.602891 55.765829),41,Москва,8,,296.845,6.0,20.0,7.0
191,VtQVSJDn,37.767348999999996,55.705906999999996,1.034885723333263,POINT (37.767349 55.705907),41,Москва,12,,141.326,1.0,6.0,2.0
198,cI5aMfP5,37.174766,55.981852,-0.06722674852284624,POINT (37.174766 55.981852),41,Москва,23,,254.997,1.0,7.0,4.0
205,1QF1l1v9,37.642140999999995,55.704974,0.3865842693002575,POINT (37.642141 55.704974),41,Москва,7,,970.5869999999999,2.0,6.0,7.0
209,95UFIIsM,37.70708,55.747424,-0.045616700055079396,POINT (37.70708 55.747424),41,Москва,4,,620.13,3.0,7.0,3.0
211,zg9Rqx6j,37.783778000000005,55.751043,0.5162445601068586,POINT (37.78377800000001 55.751043),41,Москва,9,,335.35299999999995,1.0,8.0,1.0
213,59UjpU7q,37.823358,55.82249300000001,0.8187852386555944,POINT (37.823358 55.82249300000001),41,Москва,11,,,,3.0,1.0
215,OHty6LJP,37.543246,55.547844999999995,0.732345044784527,POINT (37.543246 55.547845),41,Москва,8,,311.33099999999996,3.0,8.0,2.0
216,9F0eikRX,37.605028999999995,55.883288,0.21370388155812275,POINT (37.60502899999999 55.883288),41,Москва,10,,133.65699999999998,2.0,5.0,2.0
221,FKpC96cF,37.866307,55.743527,-0.6939181540880848,POINT (37.866307 55.743527),41,Москва,18,,309.931,2.0,10.0,3.0
222,XgLZQs6q,37.760289,55.674530000000004,-0.26171718473274785,POINT (37.760289 55.67453),41,Москва,10,,232.567,1.0,6.0,2.0
224,JPx1PvlT,37.799084,55.809132,0.4730244631713249,POINT (37.799084 55.809132),41,Москва,28,,172.337,1.0,9.0,4.0
225,8X4xMkKc,37.508122,55.743649,0.34336417236472383,POINT (37.508122 55.743649),41,Москва,2,,661.828,4.0,4.0,11.0
226,GSLqcJM1,37.4297,55.65875,0.8187852386555944,POINT (37.4297 55.65875),41,Москва,7,,1297.6120000000003,1.0,3.0,2.0
227,YTZfRTZJ,37.623825,55.761543999999994,0.8187852386555944,POINT (37.623825 55.76154399999999),41,Москва,7,,272.994,11.0,16.0,11.0
228,9PoCNghL,37.633949,55.780203,0.17048378462258906,POINT (37.633949 55.780203),41,Москва,5,,181.01000000000002,3.0,11.0,5.0
232,w6RCwQrC,37.571560999999996,55.503838,-0.52103776634595,POINT (37.571561 55.503838),41,Москва,4,,1410.8880000000001,1.0,5.0,4.0
234,d8JVU4L3,37.360169,55.847572,-0.7803583479591522,POINT (37.360169 55.847572),41,Москва,10,,333.70000000000005,2.0,4.0,3.0
236,UfEj63Mg,37.544665,55.863752000000005,0.6459048509134596,POINT (37.544665 55.86375200000001),41,Москва,7,,474.26,1.0,1.0,5.0
237,HtEs9cWZ,37.622612,55.72933100000001,1.164546014139864,POINT (37.622612 55.72933100000001),41,Москва,11,,140.22899999999998,7.0,20.0,2.0
238,IlEraymJ,37.675098,55.710535,-0.30493728166828155,POINT (37.675098 55.710535),41,Москва,3,,978.707,3.0,10.0,2.0
240,HAqT6xQb,37.719899,55.612726,3.1526704731744135,POINT (37.719899 55.612726),41,Москва,12,,377.35999999999996,1.0,14.0,8.0
241,2EADrSl6,37.622021999999994,55.684431999999994,2.2018283405926726,POINT (37.62202199999999 55.68443199999999),41,Москва,6,,689.2860000000001,1.0,4.0,2.0
242,6GDLLbCh,37.759126,55.63894499999999,-0.650698057152551,POINT (37.759126 55.63894499999999),41,Москва,9,,920.6259999999999,2.0,0.0,2.0
247,ZEvDCFD6,37.56367,55.74434,0.9484455294621955,POINT (37.56367 55.74434),41,Москва,11,,289.262,6.0,8.0,5.0
256,tLuy6W1t,37.591484,55.707393999999994,1.2509862080109313,POINT (37.591484 55.70739399999999),41,Москва,1,,312.19599999999997,2.0,5.0,6.0
263,PxLPVy6I,37.572989,55.56719399999999,1.1213259172043302,POINT (37.572989 55.56719399999999),41,Москва,5,,391.62,2.0,9.0,1.0
265,LjxEMUOO,37.541447,55.65596600000001,-0.9532387357012869,POINT (37.541447 55.65596600000001),41,Москва,14,,170.103,1.0,0.0,3.0
266,nJTccp1w,37.514509000000004,55.744566000000006,-0.13205689392614678,POINT (37.514509 55.74456600000001),41,Москва,3,,63.964,3.0,2.0,10.0
267,bNDUKJPE,37.60593,55.622604,0.25692397849365645,POINT (37.60593 55.622604),41,Москва,9,,253.01999999999998,1.0,4.0,2.0
268,HGHbCtK4,37.564184000000004,55.678416000000006,0.7107349963167602,POINT (37.564184 55.67841600000001),41,Москва,9,,127.404,2.0,5.0,5.0
271,7f8oLjIM,37.743809999999996,55.802292,0.6459048509134596,POINT (37.74381 55.802292),41,Москва,8,,159.39,2.0,3.0,1.0
277,2nZ3pCKA,37.595555,55.647504000000005,-0.30493728166828155,POINT (37.595555 55.647504),41,Москва,5,,640.7760000000001,2.0,1.0,2.0
285,aYLir9h9,37.534028,55.693307,-0.7371382510236184,POINT (37.534028 55.693307),41,Москва,8,,572.007,1.0,4.0,0.0
287,4sRLEOxj,37.606606,55.763435,-0.045616700055079396,POINT (37.606606 55.763435),41,Москва,8,,255.11800000000005,9.0,24.0,13.0
290,yLT4AAE2,37.500057,55.697458999999995,-0.5642578632814836,POINT (37.500057 55.69745899999999),41,Москва,7,,105.63,1.0,0.0,3.0
292,HWurGKxG,37.174811,55.982678,-0.8667985418302195,POINT (37.174811 55.982678),41,Москва,20,,423.604,1.0,7.0,4.0
293,YhUH0AzP,37.564275,55.48530600000001,-0.9964588326368206,POINT (37.564275 55.48530600000001),41,Москва,4,,869.7289999999999,1.0,0.0,0.0
294,8WSj3Gk6,37.664964000000005,55.677589000000005,1.3374264018819988,POINT (37.664964 55.677589),41,Москва,13,,105.327,1.0,1.0,2.0
296,ULMcd4UD,37.609398,55.724074,-0.32654733013604836,POINT (37.609398 55.724074),41,Москва,1,,661.37,5.0,9.0,3.0
299,OCFXnfRX,37.434961,55.862827,-0.045616700055079396,POINT (37.434961 55.862827),41,Москва,28,,263.901,1.0,6.0,0.0
301,Uv0PuoVB,37.539124,55.890487,0.4298043662357912,POINT (37.539124 55.890487),41,Москва,8,,,,4.0,2.0
309,VPAKzSyv,37.738382,55.621404000000005,-0.13205689392614678,POINT (37.738382 55.62140400000001),41,Москва,6,,509.42600000000004,2.0,3.0,0.0
310,agEDsbB4,37.743187,55.650691,-0.52103776634595,POINT (37.743187 55.650691),41,Москва,9,,205.34300000000002,1.0,12.0,4.0
311,1MZSTvdD,37.626744,55.664763,-0.4778176694104163,POINT (37.626744 55.664763),41,Москва,2,,,,3.0,1.0
312,tJMGAXxW,37.478967,55.705202,-0.5858679117492506,POINT (37.478967 55.705202),41,Москва,2,,,,0.0,0.0
313,YFVTWD12,37.799496000000005,55.809774,2.979790085432279,POINT (37.799496 55.809774),41,Москва,28,,141.16899999999998,1.0,9.0,4.0
314,P6UqUJpJ,37.579044,55.569846,0.08404359075152168,POINT (37.579044 55.569846),41,Москва,11,,145.48499999999999,2.0,9.0,1.0
317,i56AVrYY,37.49945,55.820181000000005,1.1213259172043302,POINT (37.49945 55.82018100000001),41,Москва,12,,301.868,1.0,3.0,6.0
318,YV1fUOaw,37.588885,55.899252000000004,-0.13205689392614678,POINT (37.588885 55.899252),41,Москва,20,,332.9340000000001,1.0,10.0,1.0
319,NS2HdU7x,37.566136,55.744381000000004,1.164546014139864,POINT (37.566136 55.744381),41,Москва,11,,6.756,5.0,8.0,6.0
320,fPqxIVRl,37.492471,55.603912,0.12726368768705537,POINT (37.492471 55.603912),41,Москва,8,,,,0.0,5.0
327,DSJ1FKTg,37.486238,55.839484,-0.002396603119545705,POINT (37.486238 55.839484),41,Москва,9,,99.533,1.0,7.0,3.0
329,ojoSTUzr,37.552933,55.89761,-0.26171718473274785,POINT (37.552933 55.89761),41,Москва,8,,1311.7669999999998,1.0,4.0,2.0
331,k9vFUEKA,37.636654,55.754287,0.3865842693002575,POINT (37.636654 55.754287),41,Москва,9,,308.844,5.0,11.0,5.0
333,plCkOHbN,37.199926,56.008615,-0.9100186387657532,POINT (37.199926 56.008615),41,Москва,6,,725.9269999999999,1.0,6.0,2.0
336,34hHszrj,37.529346999999994,55.790881999999996,3.1526704731744135,POINT (37.52934699999999 55.790882),41,Москва,1,,1033.617,1.0,6.0,7.0
337,7hMTdDGt,37.469313,55.66425699999999,-0.6074779602170174,POINT (37.469313 55.66425699999999),41,Москва,6,,1504.4010000000003,1.0,6.0,3.0
341,AODBmARj,37.660853,55.887902000000004,-0.045616700055079396,POINT (37.660853 55.887902),41,Москва,27,,165.33100000000002,1.0,6.0,0.0
344,vjPO8Pi1,37.49365,55.792989,-0.7371382510236184,POINT (37.49365 55.792989),41,Москва,14,,67.208,1.0,3.0,0.0
348,te8dMz6Z,37.51644,55.778380000000006,2.007337904382771,POINT (37.51644 55.77838000000001),41,Москва,9,,511.3779999999999,2.0,3.0,2.0
350,gTgKPP27,37.621543,55.754674,-0.9100186387657532,POINT (37.621543 55.754674),41,Москва,1,,311.213,11.0,18.0,8.0
352,1TMXBgUM,37.606331,55.611794999999994,1.985727855915004,POINT (37.606331 55.61179499999999),41,Москва,10,,178.90800000000002,1.0,10.0,6.0
354,Hng1ty3A,37.734468,55.709798,0.7755651417200607,POINT (37.734468 55.709798),41,Москва,10,,621.819,1.0,12.0,1.0
355,QaQP4R7f,37.602885,55.596334999999996,-0.30493728166828155,POINT (37.602885 55.596335),41,Москва,10,,235.14900000000003,2.0,0.0,0.0
356,AGA0LBwJ,37.621947,55.684503,0.06243354228375483,POINT (37.621947 55.684503),41,Москва,6,,689.2860000000001,1.0,4.0,2.0
358,e6KI8WVh,37.664147,55.731865,0.25692397849365645,POINT (37.664147 55.731865),41,Москва,12,,125.708,3.0,7.0,1.0
362,H8wtfc6G,37.508715,55.616981,0.12726368768705537,POINT (37.508715 55.616981),41,Москва,6,,651.444,1.0,7.0,2.0
364,Eqhbo1u6,37.527941999999996,55.69219399999999,-0.17527699086168047,POINT (37.527942 55.69219399999999),41,Москва,1,,804.2530000000002,1.0,4.0,0.0
365,VXCpXVtO,37.732826,55.814578000000004,-0.9964588326368206,POINT (37.732826 55.814578),41,Москва,4,,131.357,2.0,3.0,3.0
366,ruh50nWT,37.543237,55.547036,-0.30493728166828155,POINT (37.543237 55.547036),41,Москва,10,,267.21399999999994,3.0,8.0,2.0
368,DZnacIGm,37.63531,55.731212,0.17048378462258906,POINT (37.63531 55.731212),41,Москва,7,,211.236,5.0,18.0,1.0
369,f9UjG9j3,37.603821999999994,55.865025,-0.21849708779721416,POINT (37.60382199999999 55.865025),41,Москва,12,,295.431,1.0,0.0,3.0
375,LLvbayjS,37.576367,55.819033999999995,-0.002396603119545705,POINT (37.576367 55.81903399999999),41,Москва,6,,317.086,4.0,7.0,1.0
377,3VbIMBNL,37.75197,55.758818999999995,0.34336417236472383,POINT (37.75197 55.758819),41,Москва,7,,421.243,2.0,4.0,4.0
380,q21AU0gF,37.818283,55.752683,0.9700555779299623,POINT (37.818283 55.752683),41,Москва,23,,200.367,1.0,9.0,2.0
381,msf1cbvr,37.749660999999996,55.659647,0.17048378462258906,POINT (37.749661 55.659647),41,Москва,9,,100.994,1.0,5.0,6.0
390,TvWyQA6I,37.590986,55.736219999999996,1.985727855915004,POINT (37.590986 55.73622),41,Москва,8,,365.148,2.0,4.0,2.0
396,owoZjLcJ,37.629579,55.898768000000004,-1.0396789295723543,POINT (37.629579 55.898768),41,Москва,5,,,,0.0,1.0
397,qsQAaylC,37.618947,55.73404,-0.39137747553934893,POINT (37.618947 55.73404),41,Москва,3,,577.6110000000002,8.0,16.0,2.0
