,field_1,point_id,lon,lat,target,index_right,NAME,bus_stop_300,railway,n_railway,n_mobile,n_electronics,geometry
151,406,CxcTgNjn,37.660183,55.75524,0.5594646570423922,41,Москва,7,702.196,4.0,16.0,5.0,POINT (37.660183 55.75524)
152,408,ne5FR9fF,37.681473,55.717847,0.9484455294621955,41,Москва,6,339.047,12.0,6.0,2.0,POINT (37.681473 55.717847)
153,410,nkt1PhrL,37.477381,55.85578,0.04082349381598799,41,Москва,22,110.485,9.0,9.0,3.0,POINT (37.477381 55.85578)
154,414,JX7XV6mD,37.743868,55.613216,-0.7803583479591522,41,Москва,17,1459.4319999999998,2.0,6.0,2.0,POINT (37.743868 55.613216)
155,417,PUp3EyzF,37.664266999999995,55.870102,-0.26171718473274785,41,Москва,12,2029.314,1.0,3.0,2.0,POINT (37.664267 55.870102)
156,420,AA8hN7bJ,37.628765,55.740664,0.21370388155812275,41,Москва,3,2183.351,1.0,8.0,1.0,POINT (37.628765 55.740664)
157,421,uNw6t6xk,37.586825,55.794233,-0.002396603119545705,41,Москва,14,391.706,16.0,7.0,7.0,POINT (37.586825 55.794233)
158,422,Ap42ei8k,37.67879,55.772909999999996,-0.9100186387657532,41,Москва,10,,,4.0,4.0,POINT (37.67879 55.77291)
159,423,rn9A8r62,37.75213,55.619640000000004,-0.32654733013604836,41,Москва,3,,,3.0,1.0,POINT (37.75213 55.61964)
160,424,960M6jye,37.70577,55.78295,-1.234169365782256,41,Москва,4,171.99,10.0,12.0,7.0,POINT (37.70577 55.78295)
161,2,ZgodVRqB,39.635721000000004,47.21333,-1.0396789295723543,39,Ростовская область,6,323.008,6.0,0.0,3.0,POINT (39.635721 47.21333)
162,9,CHtHXJLp,39.701709,47.234012,-0.13205689392614678,39,Ростовская область,4,234.532,6.0,9.0,4.0,POINT (39.701709 47.234012)
163,10,sgrEW5hG,39.716986999999996,47.222272,-1.212559317314489,39,Ростовская область,11,348.249,7.0,18.0,10.0,POINT (39.716987 47.222272)
164,25,B8K3Fzd0,39.7046,47.226000000000006,0.08404359075152168,39,Ростовская область,4,411.86599999999993,9.0,20.0,8.0,POINT (39.7046 47.22600000000001)
165,45,7T3FujXu,39.67201,47.211275,0.8187852386555944,39,Ростовская область,4,3393.0050000000015,1.0,2.0,1.0,POINT (39.67201 47.211275)
166,93,49RGSbXb,39.762138,47.232181,0.30014407542919014,39,Ростовская область,4,3604.0559999999996,1.0,4.0,2.0,POINT (39.762138 47.232181)
167,112,GT8iSIX9,39.629515000000005,47.208802,0.30014407542919014,39,Ростовская область,2,480.53999999999996,8.0,0.0,3.0,POINT (39.629515 47.208802)
168,130,ALeY6VVA,39.710881,47.249843,-0.17527699086168047,39,Ростовская область,5,156.545,12.0,2.0,3.0,POINT (39.710881 47.249843)
169,135,A2xt33Am,39.717178000000004,47.281294,-0.6939181540880848,39,Ростовская область,4,1588.3590000000002,5.0,5.0,4.0,POINT (39.717178 47.281294)
170,144,SXJSzE6M,39.690447,47.260108,0.30014407542919014,39,Ростовская область,2,,,2.0,2.0,POINT (39.690447 47.260108)
171,190,uFWtwbd5,39.713683,47.249262,0.30014407542919014,39,Ростовская область,4,864.381,28.0,1.0,4.0,POINT (39.713683 47.249262)
172,210,O1UQUy36,39.713982,47.294783,-0.17527699086168047,39,Ростовская область,4,2914.2499999999986,2.0,4.0,5.0,POINT (39.713982 47.294783)
173,231,1qYX1KZb,39.710018,47.220296999999995,-1.0396789295723543,39,Ростовская область,14,383.58799999999997,5.0,18.0,8.0,POINT (39.710018 47.220297)
174,246,p4OinUCs,39.690907,47.218739,-0.9532387357012869,39,Ростовская область,16,290.20300000000003,6.0,1.0,0.0,POINT (39.690907 47.218739)
175,283,9hCdPw1R,39.610521000000006,47.230596000000006,-0.30493728166828155,39,Ростовская область,7,2920.955,2.0,5.0,5.0,POINT (39.61052100000001 47.23059600000001)
176,289,PIdoZHEy,39.764188,47.242109,-0.34815737860381524,39,Ростовская область,5,159.302,25.0,1.0,1.0,POINT (39.764188 47.242109)
177,302,lvkMDIOb,39.628532,47.229281,0.08404359075152168,39,Ростовская область,4,,,1.0,3.0,POINT (39.628532 47.229281)
178,342,lFH5jSIm,39.830557,47.238839,1.7480173227695688,39,Ростовская область,2,3871.591000000001,1.0,0.0,2.0,POINT (39.830557 47.238839)
179,347,mU5wwKjd,39.765401000000004,47.254866,-1.1693392203789554,39,Ростовская область,7,3144.9239999999995,1.0,0.0,1.0,POINT (39.765401 47.254866)
180,378,YQ7ziyzt,39.715453000000004,47.282521,-0.4345975724748826,39,Ростовская область,6,120.661,7.0,5.0,4.0,POINT (39.715453 47.282521)
181,383,zaG5km8I,39.756130999999996,47.282688,-0.045616700055079396,39,Ростовская область,4,718.846,7.0,0.0,1.0,POINT (39.756131 47.282688)
182,5,ci9r9Fr2,92.926002,56.06590799999999,-0.21849708779721416,68,Красноярский край,8,98.848,6.0,0.0,1.0,POINT (92.926002 56.06590799999999)
183,8,GU0QclY1,92.903162,56.050290000000004,-0.30493728166828155,68,Красноярский край,3,1379.108,1.0,1.0,7.0,POINT (92.90316199999999 56.05029)
184,18,ejjC2aU3,92.974951,56.014022,-0.4345975724748826,68,Красноярский край,5,1291.4240000000002,3.0,0.0,1.0,POINT (92.974951 56.014022)
185,24,Fcqb4WDt,92.931228,56.004484,-0.17527699086168047,68,Красноярский край,2,,,0.0,2.0,POINT (92.931228 56.004484)
186,68,NTjDKBtL,92.865583,56.009935999999996,-0.30493728166828155,68,Красноярский край,3,99.681,9.0,1.0,2.0,POINT (92.865583 56.009936)
187,82,2cU1Z8KM,92.798215,56.02265,-0.4345975724748826,68,Красноярский край,4,296.845,49.0,0.0,4.0,POINT (92.798215 56.02265)
188,107,9RIuAGT0,92.973036,56.053321999999994,0.7755651417200607,68,Красноярский край,3,,,0.0,0.0,POINT (92.97303599999999 56.05332199999999)
189,154,NF33CYqv,92.855412,56.014191000000004,-0.8667985418302195,68,Красноярский край,2,960.663,6.0,2.0,3.0,POINT (92.855412 56.014191)
190,159,HccXdHMK,92.907574,56.032916,0.17048378462258906,68,Красноярский край,2,2958.0769999999993,1.0,1.0,2.0,POINT (92.907574 56.032916)
191,165,y7s9SVJ9,92.904517,56.051203,-0.650698057152551,68,Красноярский край,4,141.326,9.0,1.0,7.0,POINT (92.904517 56.051203)
192,170,P9mGf44m,92.913763,56.042136,-0.34815737860381524,68,Красноярский край,5,201.139,10.0,1.0,4.0,POINT (92.913763 56.042136)
193,184,y5XqCNW4,92.854072,55.977807999999996,-0.17527699086168047,68,Красноярский край,1,33.156000000000006,4.0,1.0,1.0,POINT (92.854072 55.977808)
194,195,9vpi0zuV,93.023803,55.997114,-0.4778176694104163,68,Красноярский край,0,282.38300000000004,9.0,0.0,1.0,POINT (93.023803 55.997114)
195,220,jg4KN4rk,92.886411,55.986692000000005,0.30014407542919014,68,Красноярский край,2,4986.486999999997,1.0,2.0,1.0,POINT (92.886411 55.98669200000001)
196,244,h6qIFhXA,93.010041,56.020784,0.9052254325266618,68,Красноярский край,4,3178.4529999999995,1.0,1.0,3.0,POINT (93.010041 56.020784)
197,260,5z5VpTGn,92.881905,56.03873299999999,-0.8235784448946858,68,Красноярский край,2,,,0.0,3.0,POINT (92.881905 56.03873299999999)
198,264,fP7JB9Qs,92.877984,56.011430000000004,-0.9100186387657532,68,Красноярский край,5,254.997,2.0,1.0,1.0,POINT (92.877984 56.01143)
199,281,59rpwZBk,92.8844,56.0343,-1.2557794142500227,68,Красноярский край,4,2398.72,2.0,0.0,1.0,POINT (92.8844 56.0343)
200,322,bwmFXfeI,92.813971,56.014036,-0.13205689392614678,68,Красноярский край,4,395.656,9.0,0.0,3.0,POINT (92.813971 56.014036)
201,371,6HXoX1HZ,92.949832,56.04668,-0.9532387357012869,68,Красноярский край,2,,,0.0,1.0,POINT (92.949832 56.04668)
202,6,O3tOF6uE,30.4685,59.9214,-1.0396789295723543,44,Санкт-Петербург,5,12.865,10.0,8.0,3.0,POINT (30.4685 59.9214)
203,20,wQOQvE03,30.579832,59.735526,-1.1261191234434216,44,Санкт-Петербург,4,4422.42,2.0,2.0,2.0,POINT (30.579832 59.735526)
204,22,8GOlibor,30.348665000000004,59.832466000000004,0.732345044784527,44,Санкт-Петербург,6,4413.333,1.0,3.0,6.0,POINT (30.348665 59.832466)
205,42,UcFkrzvk,30.505551,59.831962,-0.30493728166828155,44,Санкт-Петербург,5,970.5869999999999,19.0,1.0,2.0,POINT (30.505551 59.831962)
206,43,cpG56rus,30.47281,59.91627,-1.0396789295723543,44,Санкт-Петербург,3,1070.261,6.0,9.0,3.0,POINT (30.47281 59.91627)
207,49,4kXXpr1r,30.08969,59.738702,-0.9532387357012869,44,Санкт-Петербург,3,275.488,10.0,4.0,1.0,POINT (30.08969 59.738702)
208,53,9p3J8gPd,30.143909999999998,59.849135,-1.212559317314489,44,Санкт-Петербург,5,1224.799,1.0,4.0,3.0,POINT (30.14391 59.849135)
209,57,mIGlDDq2,30.415815000000002,59.953669,-0.7371382510236184,44,Санкт-Петербург,6,620.13,23.0,0.0,0.0,POINT (30.415815 59.953669)
210,64,QUpF6MWF,30.481682,59.907081999999996,0.6459048509134596,44,Санкт-Петербург,6,,,14.0,1.0,POINT (30.481682 59.907082)
211,70,cTNjjItI,29.957915999999997,60.093366,0.7755651417200607,44,Санкт-Петербург,4,335.35299999999995,7.0,5.0,0.0,POINT (29.957916 60.093366)
212,71,BSuZvUqW,30.348815999999996,59.915002,0.8187852386555944,44,Санкт-Петербург,6,963.085,7.0,9.0,10.0,POINT (30.348816 59.915002)
213,75,v46TS3KT,30.309721999999997,59.966483999999994,1.1213259172043302,44,Санкт-Петербург,13,2689.2289999999985,1.0,11.0,11.0,POINT (30.309722 59.96648399999999)
214,78,X7Sv7X4f,29.894139000000003,59.881795,0.6891249478489934,44,Санкт-Петербург,5,1355.826,1.0,1.0,1.0,POINT (29.894139 59.881795)
215,84,ibdAzVc5,30.387133000000002,59.849019999999996,-0.34815737860381524,44,Санкт-Петербург,4,311.33099999999996,6.0,7.0,3.0,POINT (30.387133 59.84902)
216,96,QX4SAYI9,30.247937,59.858688,-1.234169365782256,44,Санкт-Петербург,3,133.65699999999998,5.0,7.0,3.0,POINT (30.247937 59.858688)
217,98,vC4Bp1jb,30.261134000000002,59.86786800000001,-0.6074779602170174,44,Санкт-Петербург,10,1449.235,2.0,7.0,1.0,POINT (30.261134 59.86786800000001)
218,101,xyt6yjVS,30.321087,60.01664,-0.8667985418302195,44,Санкт-Петербург,5,,,15.0,1.0,POINT (30.321087 60.01664)
219,104,CyYLUxCj,30.298369,59.906746999999996,-0.7803583479591522,44,Санкт-Петербург,4,3384.4640000000004,1.0,7.0,4.0,POINT (30.298369 59.906747)
220,109,UvSdh5eX,30.354623999999998,59.852171999999996,-0.34815737860381524,44,Санкт-Петербург,5,1504.5520000000001,4.0,6.0,6.0,POINT (30.354624 59.852172)
221,113,WOc5pt6d,30.244120000000002,60.022004,0.06243354228375483,44,Санкт-Петербург,2,309.931,2.0,3.0,1.0,POINT (30.24412 60.022004)
222,116,xG1TJsxS,30.349039,59.942578000000005,0.12726368768705537,44,Санкт-Петербург,5,232.567,6.0,15.0,8.0,POINT (30.349039 59.942578)
223,120,PlRVd2q7,30.349681,59.832908999999994,-1.1693392203789554,44,Санкт-Петербург,6,1205.807,8.0,3.0,6.0,POINT (30.349681 59.83290899999999)
224,124,gJTsNAnJ,30.379346,59.870262,-1.0396789295723543,44,Санкт-Петербург,8,172.337,4.0,4.0,2.0,POINT (30.379346 59.870262)
225,126,jHHBbyj3,30.320997,59.92681999999999,-0.30493728166828155,44,Санкт-Петербург,11,661.828,18.0,44.0,21.0,POINT (30.320997 59.92681999999999)
226,131,2CRYkkg6,30.315541999999997,60.016895999999996,-0.5642578632814836,44,Санкт-Петербург,5,1297.6120000000003,7.0,15.0,1.0,POINT (30.315542 60.016896)
227,143,mj6Q5LGP,30.145125,59.835831000000006,-0.39137747553934893,44,Санкт-Петербург,4,272.994,56.0,1.0,1.0,POINT (30.145125 59.83583100000001)
228,145,NlhU5eaH,30.322345000000002,59.848552000000005,0.25692397849365645,44,Санкт-Петербург,10,181.01000000000002,44.0,8.0,4.0,POINT (30.322345 59.84855200000001)
229,146,5LuJwOiM,30.400447999999997,60.010906000000006,-0.26171718473274785,44,Санкт-Петербург,8,2324.852,6.0,14.0,6.0,POINT (30.400448 60.01090600000001)
230,152,w8zOhAG6,30.410413000000002,59.928543000000005,-0.8235784448946858,44,Санкт-Петербург,9,343.062,26.0,5.0,0.0,POINT (30.410413 59.928543)
231,161,xiF41hyd,30.256958,59.989943999999994,0.4730244631713249,44,Санкт-Петербург,9,1771.024,3.0,2.0,3.0,POINT (30.256958 59.98994399999999)
232,163,hufqRDv4,30.395038,60.013018,0.30014407542919014,44,Санкт-Петербург,8,1410.8880000000001,2.0,14.0,6.0,POINT (30.395038 60.013018)
233,164,V0ApRZJb,30.296671999999997,60.003612,1.3806464988175324,44,Санкт-Петербург,3,5122.657999999999,2.0,14.0,9.0,POINT (30.296672 60.003612)
234,167,TgeoTj5W,30.437617,59.933032,-0.17527699086168047,44,Санкт-Петербург,8,333.70000000000005,4.0,1.0,4.0,POINT (30.437617 59.933032)
235,176,LxMbcr8a,30.317728999999996,59.915881000000006,0.4298043662357912,44,Санкт-Петербург,10,1672.9189999999999,3.0,11.0,10.0,POINT (30.317729 59.91588100000001)
236,182,uewNqxcJ,30.482577000000003,59.908258,-1.1693392203789554,44,Санкт-Петербург,6,474.26,7.0,16.0,1.0,POINT (30.482577 59.908258)
237,183,rkhUhnnc,30.622015,59.73877099999999,-0.650698057152551,44,Санкт-Петербург,4,140.22899999999998,33.0,1.0,3.0,POINT (30.622015 59.73877099999999)
238,194,hHKAMvaG,30.369312,60.008665,-0.26171718473274785,44,Санкт-Петербург,3,978.707,15.0,4.0,0.0,POINT (30.369312 60.008665)
239,200,4nCrGS4K,30.443872999999996,59.87619300000001,-0.08883679699061309,44,Санкт-Петербург,7,253.284,16.0,5.0,5.0,POINT (30.443873 59.87619300000001)
240,202,Ha4y1r9O,30.355110999999997,59.957184999999996,-0.002396603119545705,44,Санкт-Петербург,10,377.35999999999996,8.0,6.0,2.0,POINT (30.355111 59.957185)
241,207,3JMyNJ5Q,30.297659000000003,59.986416000000006,-0.30493728166828155,44,Санкт-Петербург,8,689.2860000000001,10.0,5.0,2.0,POINT (30.297659 59.98641600000001)
242,208,DvEZb53r,30.610533,59.74071,-1.212559317314489,44,Санкт-Петербург,5,920.6259999999999,7.0,1.0,2.0,POINT (30.610533 59.74071)
243,229,i8jX5UZv,30.474390000000003,59.94595,-0.650698057152551,44,Санкт-Петербург,8,1367.9930000000002,9.0,10.0,7.0,POINT (30.47439 59.94595)
244,230,Fl0Opd5w,30.326728999999997,59.934582999999996,0.17048378462258906,44,Санкт-Петербург,9,,,44.0,17.0,POINT (30.326729 59.934583)
245,239,LyuFHuZx,30.384063,59.924416,-1.0396789295723543,44,Санкт-Петербург,12,,,7.0,1.0,POINT (30.384063 59.924416)
246,249,8Kw8gqVd,30.359883,59.930514,2.417928825270341,44,Санкт-Петербург,9,90.708,2.0,40.0,16.0,POINT (30.359883 59.930514)
247,258,4PiWRiJr,30.193401,59.852886,-0.650698057152551,44,Санкт-Петербург,6,289.262,35.0,4.0,3.0,POINT (30.193401 59.852886)
248,262,OrzylnCV,30.319964000000002,59.86660799999999,-1.0396789295723543,44,Санкт-Петербург,4,4546.458,1.0,5.0,1.0,POINT (30.319964 59.86660799999999)
249,270,esn300Zl,30.470336,59.865058999999995,-0.39137747553934893,44,Санкт-Петербург,5,77.529,25.0,1.0,0.0,POINT (30.470336 59.865059)
250,275,v6Oi0Qqv,30.377473,59.829918000000006,0.4730244631713249,44,Санкт-Петербург,6,166.982,4.0,8.0,8.0,POINT (30.377473 59.82991800000001)
251,276,JdwLeH2P,30.410802,59.928986,-0.9532387357012869,44,Санкт-Петербург,9,461.468,4.0,5.0,0.0,POINT (30.410802 59.928986)
252,279,8KhPM0ol,30.234364000000003,59.949177,-1.2557794142500227,44,Санкт-Петербург,10,,,2.0,3.0,POINT (30.234364 59.949177)
253,280,Im4dPNQA,30.318236,59.819869999999995,-0.9532387357012869,44,Санкт-Петербург,1,158.32,9.0,1.0,6.0,POINT (30.318236 59.81986999999999)
254,284,rWEmMwxi,30.439315,59.932347,-0.4778176694104163,44,Санкт-Петербург,7,,,1.0,4.0,POINT (30.439315 59.932347)
255,298,26faxJy5,30.330016999999998,60.053615,-0.5642578632814836,44,Санкт-Петербург,7,,,25.0,7.0,POINT (30.330017 60.053615)
256,304,5xgQDtpq,30.317177,59.925389,-0.39137747553934893,44,Санкт-Петербург,7,312.19599999999997,15.0,40.0,20.0,POINT (30.317177 59.925389)
257,305,2TAJRlVf,30.323314,60.036664,0.34336417236472383,44,Санкт-Петербург,10,1528.354,8.0,7.0,4.0,POINT (30.323314 60.036664)
258,306,GiIKvJL5,30.273976,59.900057999999994,-0.17527699086168047,44,Санкт-Петербург,6,,,5.0,2.0,POINT (30.273976 59.90005799999999)
259,307,kMEH7s7T,30.354079,59.987141,-0.13205689392614678,44,Санкт-Петербург,4,,,8.0,4.0,POINT (30.354079 59.987141)
260,321,nXLHbL6J,30.335177,60.058778000000004,-0.39137747553934893,44,Санкт-Петербург,3,,,28.0,8.0,POINT (30.335177 60.058778)
261,323,P3zwA2PW,30.251162,59.842341000000005,-0.9532387357012869,44,Санкт-Петербург,6,103.99,13.0,5.0,3.0,POINT (30.251162 59.842341)
262,324,NbjUjYPI,30.347252,59.92864,-0.21849708779721416,44,Санкт-Петербург,4,374.26800000000003,11.0,43.0,20.0,POINT (30.347252 59.92864)
263,326,PPRBBVMW,30.205797999999998,59.990781999999996,-1.1693392203789554,44,Санкт-Петербург,5,391.62,8.0,8.0,6.0,POINT (30.205798 59.990782)
264,330,nIzdgNPW,30.323306,59.929001,-0.045616700055079396,44,Санкт-Петербург,9,2523.018,1.0,48.0,21.0,POINT (30.323306 59.929001)
265,332,avEOHzEY,30.427870000000002,59.721488,0.12726368768705537,44,Санкт-Петербург,11,170.103,6.0,2.0,0.0,POINT (30.42787 59.721488)
266,340,IdMzYW0W,29.76554,59.997719999999994,0.9484455294621955,44,Санкт-Петербург,7,63.964,20.0,6.0,1.0,POINT (29.76554 59.99771999999999)
267,346,2kUlAO0h,30.582934,59.740388,-1.0396789295723543,44,Санкт-Петербург,7,253.01999999999998,4.0,2.0,2.0,POINT (30.582934 59.740388)
268,351,ZyyHiNqb,30.3984,59.828011,-0.8235784448946858,44,Санкт-Петербург,2,127.404,9.0,7.0,3.0,POINT (30.3984 59.828011)
269,357,gQlNWXf4,30.446878,59.912914,-0.52103776634595,44,Санкт-Петербург,3,707.469,4.0,0.0,7.0,POINT (30.446878 59.912914)
270,367,fbHwWPwP,30.377937,59.82918000000001,-0.5858679117492506,44,Санкт-Петербург,6,240.31199999999998,5.0,8.0,8.0,POINT (30.377937 59.82918000000001)
271,370,QapR03Z6,30.247469,59.843173,-0.7803583479591522,44,Санкт-Петербург,7,159.39,10.0,6.0,3.0,POINT (30.247469 59.843173)
272,374,oWYaT4dK,30.320873,59.87869,0.04082349381598799,44,Санкт-Петербург,9,,,5.0,2.0,POINT (30.320873 59.87869)
273,385,6pVArqoM,29.777139000000002,59.909612,-1.212559317314489,44,Санкт-Петербург,6,2609.0899999999997,1.0,8.0,2.0,POINT (29.777139 59.909612)
274,386,Y5ARpcKu,30.162239000000003,59.807007999999996,-1.1693392203789554,44,Санкт-Петербург,2,,,0.0,0.0,POINT (30.162239 59.807008)
275,388,zzmWckqN,30.314963,60.047136,-0.9532387357012869,44,Санкт-Петербург,6,161.136,9.0,11.0,3.0,POINT (30.314963 60.047136)
276,391,wCIpiNOn,30.392071,59.858334,0.4730244631713249,44,Санкт-Петербург,5,366.995,12.0,4.0,5.0,POINT (30.392071 59.858334)
277,393,WC4LMU6t,30.414226,59.95951899999999,-0.650698057152551,44,Санкт-Петербург,5,640.7760000000001,8.0,0.0,0.0,POINT (30.414226 59.95951899999999)
278,394,GVLixe1p,30.370209999999997,59.883,-0.17527699086168047,44,Санкт-Петербург,4,3307.9809999999993,2.0,2.0,5.0,POINT (30.37021 59.883)
279,407,3HhvDYQp,30.268333000000002,59.850761999999996,-0.30493728166828155,44,Санкт-Петербург,5,294.415,3.0,11.0,7.0,POINT (30.268333 59.850762)
280,409,psQh5f3D,30.260932,59.867776,-0.39137747553934893,44,Санкт-Петербург,10,2799.3489999999997,4.0,7.0,1.0,POINT (30.260932 59.867776)
281,411,akTbRDfA,30.355126000000002,59.921133999999995,-0.26171718473274785,44,Санкт-Петербург,3,5152.677000000001,1.0,30.0,16.0,POINT (30.355126 59.921134)
282,412,tLinWS5n,30.391599,59.833301,-0.9100186387657532,44,Санкт-Петербург,3,,,11.0,7.0,POINT (30.391599 59.833301)
283,413,wG77qDMd,30.204863,59.83404,-0.26171718473274785,44,Санкт-Петербург,3,4357.684999999999,2.0,5.0,1.0,POINT (30.204863 59.83404)
284,419,YdPYoxfU,30.362054999999998,59.931738,-0.7803583479591522,44,Санкт-Петербург,6,226.139,7.0,37.0,16.0,POINT (30.362055 59.931738)
285,12,1ZvdVY5t,55.993548,54.713414,-0.34815737860381524,60,Республика Башкортостан,5,572.007,8.0,0.0,7.0,POINT (55.993548 54.713414)
286,58,nh41SLK0,56.111306000000006,54.80681800000001,0.8620053355911281,60,Республика Башкортостан,5,1455.8340000000003,1.0,4.0,2.0,POINT (56.11130600000001 54.80681800000001)
287,63,jvXZ5BfY,56.080169999999995,54.772889,-0.4778176694104163,60,Республика Башкортостан,5,255.11800000000005,50.0,0.0,1.0,POINT (56.08017 54.772889)
288,94,kcPx2crY,56.075499,54.817080000000004,-1.212559317314489,60,Республика Башкортостан,4,1733.6209999999996,4.0,1.0,1.0,POINT (56.075499 54.81708)
289,115,eAjJXePD,55.881094999999995,54.790183999999996,0.8620053355911281,60,Республика Башкортостан,4,741.206,4.0,0.0,1.0,POINT (55.88109499999999 54.790184)
290,155,nFBsJ5k3,55.958351,54.736872,-0.34815737860381524,60,Республика Башкортостан,5,105.63,5.0,10.0,6.0,POINT (55.958351 54.736872)
291,179,bwIuFswf,55.947782999999994,54.725857,-0.52103776634595,60,Республика Башкортостан,7,1286.3699999999992,4.0,6.0,5.0,POINT (55.94778299999999 54.725857)
292,201,TPU9VeHE,56.05836899999999,54.771232999999995,-1.363829656588857,60,Республика Башкортостан,4,423.604,2.0,0.0,4.0,POINT (56.05836899999999 54.771233)
